,race,age,engnat,gender,hand,source,country,O,C,E,A,N
381,3,38,2,1,1,1,PT,3.2,2.9,2.7,2.4,4.1
382,13,18,1,2,1,1,US,3.3,3.5,3.1,4.0,3.5
383,13,30,1,2,1,2,GB,2.9,2.7,2.3,2.9,2.7
384,3,19,1,2,1,2,GB,3.2,2.7,3.1,3.1,3.3
385,3,32,1,1,1,1,GB,3.4,3.6,2.9,3.3,3.3
386,3,18,1,1,1,1,AU,3.5,2.8,3.5,3.3,3.4
387,3,28,2,1,1,1,DE,3.8,2.7,2.9,3.0,2.2
388,3,55,1,2,1,1,US,3.2,3.2,3.3,2.9,2.6
389,3,31,1,1,2,1,CA,3.1,3.0,3.0,3.2,3.9
390,11,23,1,2,1,1,US,3.4,3.0,2.8,2.5,2.5
391,3,16,1,1,1,1,US,3.8,3.5,3.1,2.9,3.5
392,3,17,1,2,1,1,US,3.9,3.6,3.0,2.9,3.5
393,3,14,1,2,1,1,US,2.7,3.3,2.7,3.1,3.5
394,3,43,1,2,1,1,US,3.0,2.6,3.2,3.0,1.9
395,3,44,1,2,1,1,CA,3.7,3.5,3.0,3.4,4.0
396,4,21,2,2,1,2,ZA,3.3,4.0,3.4,3.5,2.3
397,1,22,1,2,1,5,FR,3.7,3.3,2.7,3.4,3.2
398,3,19,1,2,1,5,CA,3.2,3.4,2.4,3.1,2.8
399,3,42,1,2,1,2,CA,3.1,3.3,3.4,3.5,2.8
400,3,17,1,3,1,1,US,3.8,3.0,2.5,3.1,2.4
401,3,39,1,2,1,1,US,4.0,3.0,3.0,3.3,2.5
402,3,20,2,2,1,1,AR,3.1,3.2,2.7,3.1,4.1
403,5,18,1,1,1,1,US,3.0,2.8,3.0,2.6,2.7
404,11,14,1,1,1,1,US,4.0,3.3,3.2,3.0,3.1
405,11,18,2,1,2,1,MY,3.1,3.8,3.6,3.6,2.8
406,3,25,1,1,2,1,US,3.3,3.1,3.2,3.4,3.3
407,3,17,1,1,2,1,US,3.1,3.3,2.5,2.6,1.7
408,3,21,1,1,1,1,US,3.5,3.2,3.2,3.2,2.7
409,11,13,1,2,1,1,CA,3.4,3.7,3.1,3.6,2.7
410,13,36,1,1,1,1,US,3.1,3.0,3.8,3.1,3.3
411,3,17,1,1,1,1,CA,3.3,2.7,2.8,2.8,3.3
412,1,30,2,2,1,1,US,3.6,2.7,2.9,2.8,3.5
413,11,24,2,2,2,5,HK,2.8,3.2,3.1,3.2,3.9
414,3,16,2,2,1,1,BR,2.7,2.8,2.8,3.0,3.1
415,1,16,1,2,1,1,CO,3.5,2.8,3.0,3.2,2.6
416,3,51,1,1,1,5,US,3.8,3.1,3.0,3.4,3.6
417,1,20,2,1,1,1,PK,3.0,3.9,3.4,3.2,2.4
418,3,43,1,1,1,5,US,3.3,3.0,2.9,4.0,3.3
419,3,25,1,1,1,5,US,3.2,3.2,2.6,2.9,3.0
420,3,28,1,1,1,1,US,3.5,3.8,3.3,2.8,4.2
421,1,13,1,2,1,1,US,3.2,3.5,3.3,3.7,3.2
422,3,49,1,2,1,1,NZ,3.8,3.2,3.6,3.7,3.6
423,4,17,1,1,1,5,AE,3.8,3.2,4.1,3.7,3.3
424,11,19,2,2,1,1,US,2.9,2.8,3.0,3.0,3.1
425,4,37,2,2,1,2,IN,3.3,3.0,2.7,3.6,3.6
426,11,23,2,1,1,1,PH,3.2,3.6,2.9,3.9,4.0
427,11,21,1,1,1,2,MY,3.2,2.9,3.4,2.9,3.5
428,3,29,1,2,1,2,CA,3.0,3.5,3.3,3.5,3.7
429,3,24,1,2,1,1,US,2.9,3.6,3.1,3.4,3.6
430,11,16,2,2,1,1,PH,3.8,3.6,2.9,2.8,4.2
431,1,17,1,1,2,1,US,3.4,2.9,3.2,2.6,1.9
432,13,20,2,1,1,1,IN,3.0,3.1,2.6,3.0,2.6
433,11,21,2,1,1,5,MY,2.8,3.3,2.9,2.7,1.9
434,9,17,2,2,1,1,PH,2.7,3.0,3.5,3.5,3.2
435,11,60,2,1,1,2,US,3.5,3.8,3.9,3.3,3.4
436,4,22,2,2,1,1,IN,3.5,3.6,3.4,3.5,3.5
437,3,44,1,1,1,1,US,3.7,3.1,2.8,3.1,4.1
438,3,58,1,2,1,1,US,3.1,3.2,3.4,3.1,3.2
439,3,16,1,2,1,1,US,3.5,3.7,2.7,3.1,3.3
440,3,16,1,1,1,1,NZ,3.5,3.1,3.0,3.3,2.7
441,3,19,1,2,1,1,US,3.3,3.0,2.5,2.7,3.4
442,3,46,2,2,1,1,US,3.4,2.5,2.8,2.6,3.2
443,13,21,2,2,1,2,IN,3.2,3.1,3.1,3.4,2.8
444,13,21,2,2,1,1,IN,3.4,4.2,3.4,4.2,4.2
445,3,23,1,2,1,1,US,3.3,3.2,3.0,3.0,3.9
446,11,18,1,2,1,1,PH,3.4,3.3,3.2,2.9,2.2
447,1,16,2,1,1,1,AU,3.5,3.4,3.0,2.4,2.2
448,11,22,2,2,1,1,MY,2.9,3.1,3.2,3.2,3.4
449,3,24,2,2,1,2,ID,2.7,2.9,3.0,3.0,2.1
450,3,21,1,2,2,1,US,4.0,3.5,2.5,2.8,3.5
451,13,39,1,2,3,1,NZ,3.7,2.8,2.7,2.9,2.1
452,13,18,2,2,1,1,IN,3.0,2.8,3.0,3.6,3.9
453,11,20,2,1,1,2,ID,3.0,3.2,3.3,3.6,3.6
454,11,20,2,1,1,2,ID,3.4,3.6,3.6,3.8,3.3
455,13,47,2,1,1,1,IN,3.2,3.6,3.4,3.3,3.6
456,11,17,2,2,1,1,PH,3.3,3.5,2.8,3.5,1.5
457,3,23,2,1,1,1,RO,3.7,3.1,3.2,3.0,3.1
458,3,22,1,2,1,1,US,3.6,3.7,2.8,3.0,2.9
459,3,22,1,1,1,1,US,3.9,3.1,3.0,3.0,3.9
460,11,18,1,1,2,2,PH,3.4,3.4,3.4,3.4,2.6
461,11,23,1,1,1,1,AU,3.1,2.7,3.8,3.0,2.6
462,5,27,1,1,1,1,US,4.5,3.2,2.8,3.8,2.2
463,3,37,2,1,1,1,RU,3.1,2.9,2.9,2.9,2.4
464,3,26,1,2,1,5,GB,2.7,2.5,3.5,3.2,2.6
465,3,15,1,1,3,1,GB,3.8,2.9,2.5,3.3,3.7
466,3,27,1,1,1,1,ZA,3.8,3.4,3.2,2.9,2.6
467,1,57,1,2,1,1,CA,2.9,3.1,3.0,3.2,2.7
468,11,23,2,1,1,2,IN,3.5,3.1,2.7,3.2,2.1
469,11,19,2,2,1,5,ID,3.2,3.3,3.6,3.3,3.3
470,3,15,1,2,2,2,AU,3.3,2.9,2.9,3.3,3.5
471,11,19,2,2,1,5,ID,3.2,3.3,3.6,3.5,3.1
472,3,16,1,1,1,1,GB,3.7,2.7,3.2,3.2,2.8
473,3,23,2,1,1,1,RO,2.9,3.1,3.0,3.4,3.3
474,13,17,1,2,1,2,ZA,3.8,3.0,2.7,3.2,4.1
475,11,20,2,1,1,1,HK,2.2,2.4,2.7,3.0,3.8
476,13,23,1,2,1,2,ZA,3.7,3.5,3.7,3.2,2.9
477,11,38,2,2,1,2,CN,3.4,3.1,3.0,3.3,3.4
478,4,24,2,2,1,1,IN,4.0,3.0,3.1,3.5,3.2
479,3,21,2,1,1,1,LT,3.5,3.5,3.3,2.6,2.9
480,3,37,1,2,2,5,AU,2.4,2.9,2.6,3.2,3.5
481,4,18,2,1,1,1,IN,3.2,3.3,3.5,3.1,3.1
482,4,32,2,1,1,1,IN,4.0,3.5,3.2,3.2,4.0
483,3,31,2,2,1,1,US,3.2,3.1,3.4,3.2,3.2
484,13,23,1,2,1,1,BH,3.2,3.4,3.2,3.2,3.6
485,3,37,2,2,1,1,IT,1.0,1.0,1.0,1.0,1.0
486,13,21,2,1,1,5,ID,3.1,3.6,3.7,3.1,3.5
487,3,20,2,2,1,1,FR,3.1,3.8,2.8,2.5,4.2
488,0,17,2,1,1,2,US,3.0,3.5,2.7,3.1,4.3
489,3,17,1,3,2,1,US,3.4,2.9,2.8,3.3,3.4
490,11,43,2,0,1,1,PH,3.0,3.4,2.6,3.4,1.7
491,3,53,1,2,1,5,US,3.5,2.6,3.1,3.3,2.2
492,13,30,2,1,1,2,US,3.2,3.2,3.2,3.0,3.0
493,11,15,2,2,1,1,PH,3.2,3.6,3.0,2.7,4.6
494,4,20,1,2,1,1,IN,3.4,3.1,2.7,3.2,3.4
495,13,23,1,2,1,1,US,3.6,3.0,3.3,3.0,3.2
496,3,54,1,2,1,1,GB,4.0,2.4,3.0,3.4,3.1
497,3,21,1,2,1,2,AU,2.8,2.4,3.7,2.9,3.3
498,3,33,1,1,1,1,US,3.5,3.1,2.7,2.7,2.5
499,13,15,2,2,1,1,AE,2.3,2.3,2.4,3.4,2.6
500,11,1995,2,2,1,2,PH,3.9,3.1,2.5,3.8,3.7
501,3,34,1,2,2,1,GB,3.6,3.2,3.0,3.5,3.2
502,3,30,1,2,1,2,US,3.8,3.4,2.5,3.4,2.4
503,11,18,2,2,1,1,PH,3.7,3.2,3.2,3.2,3.0
504,3,56,1,2,1,5,US,3.3,3.0,3.0,3.2,2.3
505,3,18,1,2,1,1,GB,3.2,3.5,3.8,3.2,3.6
506,8,29,1,1,1,1,US,3.0,3.0,2.9,2.9,2.4
507,3,19,1,2,1,1,US,3.4,3.7,3.4,3.2,3.6
508,3,17,1,1,1,5,US,3.7,3.3,3.2,3.3,2.2
509,3,16,1,1,1,1,US,3.3,3.3,3.1,3.2,3.0
510,3,52,1,1,2,2,US,3.7,3.1,2.9,3.0,2.2
511,5,18,1,2,1,2,US,2.8,3.3,2.7,3.3,2.6
512,4,26,2,1,1,1,IN,3.1,2.6,3.2,3.1,2.6
513,5,21,1,2,1,1,US,3.4,3.8,2.9,3.0,3.2
514,3,28,1,1,1,1,US,3.5,3.7,3.0,3.2,3.0
515,4,30,2,2,1,1,IN,2.9,2.6,3.0,3.0,3.6
516,3,17,2,1,1,1,FI,3.5,2.9,2.6,3.5,2.1
517,1,16,1,1,1,2,US,3.9,3.4,2.7,2.6,3.4
518,4,23,2,2,1,1,IN,3.7,3.6,3.3,3.8,4.2
519,3,52,1,1,1,2,CA,3.8,3.4,3.3,3.0,2.7
520,3,57,1,1,1,1,US,2.9,2.7,2.8,3.1,2.8
521,5,26,2,1,1,1,SA,2.9,3.8,3.7,3.6,3.3
522,11,21,2,1,1,2,US,2.8,3.0,2.8,3.4,3.9
523,3,35,1,2,1,1,US,3.4,3.2,2.8,2.7,2.4
524,3,32,1,1,1,5,US,3.7,3.2,2.9,3.4,2.3
525,11,18,2,2,1,1,SG,3.4,3.1,3.0,2.8,2.4
526,11,18,1,2,1,1,US,2.5,3.7,3.4,3.4,3.4
527,3,21,1,2,1,1,US,2.8,3.0,2.8,2.6,3.6
528,3,19,2,2,1,1,RS,3.8,4.3,3.0,3.2,3.9
529,3,23,1,1,1,2,AU,3.1,2.5,2.2,2.4,3.2
530,3,47,1,2,1,1,US,3.5,2.6,3.1,3.1,2.6
531,3,24,2,2,1,1,US,3.5,3.0,3.2,3.5,3.4
532,5,21,2,2,1,2,US,3.1,3.4,3.0,2.9,1.9
533,3,15,1,1,2,1,US,3.9,3.6,3.4,3.2,2.8
534,3,56,1,2,1,1,GB,3.2,2.8,2.3,3.1,3.5
535,3,26,2,2,1,1,NO,3.3,2.6,3.2,3.0,3.5
536,3,32,2,2,1,5,PL,2.8,3.0,3.0,3.5,4.0
537,3,24,2,2,1,2,SE,3.6,3.2,3.2,2.9,2.8
538,12,20,1,2,1,2,GB,3.4,3.9,3.1,3.9,4.3
539,13,19,2,2,1,5,US,3.0,3.0,2.8,3.8,2.5
540,3,19,1,2,1,1,US,3.6,3.4,2.9,3.1,3.3
541,13,35,2,1,1,1,IN,3.1,3.1,3.3,3.7,4.1
542,3,54,1,1,2,2,US,3.7,3.7,3.3,2.5,1.9
543,3,20,2,1,1,1,IT,3.1,3.1,2.9,2.5,2.4
544,3,18,2,2,1,1,FR,3.3,3.0,2.2,2.7,3.5
545,1,14,1,2,1,2,US,2.5,3.7,2.9,3.1,4.0
546,3,18,1,1,2,1,US,3.5,3.3,3.6,3.6,4.0
547,4,20,2,2,1,1,IN,3.2,3.0,3.1,3.0,3.6
548,11,31,2,2,1,1,IN,2.8,3.0,2.7,3.4,4.3
549,1,16,2,2,2,1,SE,2.5,3.1,3.2,3.0,3.6
550,3,16,2,2,1,1,FR,2.5,2.5,2.6,2.6,3.9
551,3,24,1,1,2,2,US,3.0,3.3,3.3,2.9,3.9
552,3,42,1,1,2,1,US,3.6,3.4,2.9,2.8,1.7
553,13,55,1,1,1,1,US,3.1,3.3,3.0,3.4,2.0
554,1,18,2,3,1,1,MX,3.7,3.4,2.3,2.9,3.7
555,3,22,2,2,1,1,DE,3.4,2.9,3.0,2.9,3.7
556,3,19,2,2,1,1,ME,3.5,3.0,3.3,3.0,2.6
557,3,54,1,1,1,1,US,3.2,3.0,3.3,2.9,2.2
558,4,29,1,1,1,1,US,3.4,3.6,2.8,3.7,2.0
559,3,68,1,1,2,1,BZ,4.0,3.6,2.9,3.6,1.6
560,3,16,1,2,3,2,GB,4.2,3.6,3.3,3.2,4.0
561,4,16,2,2,1,1,IN,3.4,3.3,3.0,2.3,2.6
562,3,15,1,2,1,1,ES,2.2,2.5,3.0,2.6,2.4
563,13,20,1,2,1,2,US,3.4,3.2,3.0,3.2,2.4
564,3,36,2,2,1,1,PT,3.4,3.3,2.9,3.3,1.5
565,3,25,2,1,3,1,GB,3.5,3.0,3.0,2.2,2.4
566,0,56,1,2,1,1,US,3.0,3.0,3.0,2.8,4.1
567,3,41,1,2,2,2,AU,3.8,2.7,3.0,3.5,3.6
568,5,19,2,2,1,1,AE,2.5,2.7,3.1,3.6,2.5
569,3,38,1,1,1,1,GB,3.0,2.7,3.2,2.9,2.9
570,3,28,2,2,1,5,NO,3.4,2.2,3.1,3.5,2.1
571,3,19,1,2,1,1,US,3.8,3.2,3.1,2.7,2.9
572,3,18,1,1,1,1,CA,3.3,3.4,2.7,3.2,3.6
573,12,26,1,1,1,1,US,3.1,3.2,3.0,3.4,2.2
574,3,23,2,1,2,1,SI,2.7,3.0,3.0,2.5,3.7
575,4,18,1,2,1,1,US,3.5,3.5,3.0,3.2,4.0
576,3,20,2,2,1,5,CZ,2.9,3.0,3.0,3.0,3.3
577,3,28,2,1,1,1,DE,3.8,3.1,3.3,3.1,3.2
578,0,38,1,2,1,1,US,2.9,2.9,2.8,3.2,3.2
579,3,70,1,2,2,2,US,3.7,3.7,3.0,3.2,2.7
580,3,38,1,1,1,1,GB,3.7,3.3,2.9,3.0,3.2
581,3,16,1,2,1,1,US,3.5,3.6,3.2,3.0,3.5
582,13,38,1,2,3,2,AU,3.4,3.2,2.9,3.4,3.6
583,3,20,1,1,1,1,LT,3.9,3.6,3.2,3.3,2.1
584,3,24,1,1,1,2,US,2.9,2.8,3.0,3.2,3.4
585,3,18,1,1,1,1,US,3.6,3.2,3.3,3.3,3.1
586,9,18,1,2,1,1,US,2.9,2.9,2.9,3.4,3.0
587,3,39,2,2,1,1,CH,3.6,3.2,3.2,3.4,3.1
588,3,15,1,1,1,2,US,3.8,3.6,2.6,3.0,2.0
589,3,36,1,1,1,2,(nu,3.6,2.6,3.1,3.6,2.6
590,3,33,1,2,1,5,AU,3.7,2.9,3.0,3.4,3.1
591,3,23,2,2,1,5,CA,3.7,3.3,3.4,3.1,2.0
592,3,46,1,2,1,1,US,3.6,3.1,2.8,3.1,3.8
593,0,30,1,1,1,1,US,3.2,3.3,3.7,3.7,3.2
594,5,24,2,2,1,5,AU,3.3,3.0,3.2,3.6,1.6
595,3,19,1,2,1,2,US,3.4,2.8,3.0,3.1,2.4
596,1,34,2,1,1,2,US,3.4,3.7,3.2,2.6,3.5
597,3,27,1,1,1,1,US,3.6,3.4,3.3,3.2,2.5
598,3,50,1,2,1,1,US,3.5,3.2,2.8,3.6,3.6
599,3,76,1,1,1,1,US,2.9,3.1,3.1,2.8,3.3
600,3,59,1,2,1,1,US,3.6,2.4,3.1,3.4,3.1
601,3,24,2,2,1,5,US,2.8,3.1,2.9,2.9,2.1
602,3,37,1,1,1,1,AU,3.5,3.3,3.2,3.4,3.6
603,3,44,1,2,1,1,US,2.7,2.4,2.2,3.1,3.1
604,3,28,1,2,1,1,US,3.7,3.5,3.1,3.8,3.0
605,1,55,1,2,1,2,US,3.8,3.5,2.8,3.9,2.9
606,6,20,1,2,2,2,NZ,3.0,3.0,3.0,3.2,3.3
607,0,45,1,2,1,1,US,3.3,3.4,2.9,3.2,3.0
608,13,52,1,2,1,2,NZ,4.1,3.1,2.8,3.5,2.6
609,13,13,1,2,1,1,US,3.5,3.7,2.8,3.0,2.3
610,4,19,2,1,3,1,CA,3.2,2.6,3.2,2.6,1.6
611,5,16,1,2,1,1,CA,3.1,2.8,2.8,3.1,3.2
612,3,16,1,1,1,1,US,3.1,3.3,2.7,3.0,3.3
613,3,21,1,1,3,1,US,3.5,3.2,2.7,2.2,1.9
614,8,23,1,2,1,5,US,3.7,2.3,3.1,3.2,2.5
615,3,16,1,1,1,1,US,3.7,2.7,2.8,3.0,3.0
616,3,15,1,1,1,1,GB,3.4,3.7,3.3,2.7,3.4
617,1,22,1,1,1,1,US,3.7,3.3,3.3,3.8,4.2
618,13,20,1,1,2,3,US,3.7,3.0,3.2,3.1,2.1
619,3,18,1,2,1,1,US,3.3,3.2,2.8,4.0,2.8
620,4,25,2,1,1,1,LK,3.7,3.9,4.5,3.4,2.8
621,1,20,2,2,1,1,MY,3.3,2.7,2.8,3.5,4.1
622,11,18,2,2,1,1,PH,2.8,3.2,2.9,4.1,3.6
623,3,52,1,2,1,1,US,3.7,3.1,3.5,3.2,2.7
624,4,22,2,1,1,1,IN,3.1,2.9,3.3,3.0,3.9
625,3,63,1,2,1,1,US,3.7,3.1,2.6,2.8,2.7
626,3,19,1,2,1,1,US,3.5,2.5,3.0,3.3,4.1
627,3,23,1,3,1,1,CA,3.4,3.0,3.2,3.5,4.0
628,13,51,2,2,1,1,US,3.1,3.4,3.0,3.2,2.7
629,3,20,1,2,2,5,US,3.6,3.2,3.0,3.1,3.3
630,11,16,2,1,2,1,PH,3.8,3.6,3.7,3.7,3.6
631,8,17,2,2,2,1,AR,3.1,3.2,2.7,3.5,4.2
632,4,15,1,2,1,1,IN,3.1,3.1,4.1,3.4,3.8
633,13,50,1,2,1,1,AU,3.5,3.0,3.2,3.0,2.6
634,3,65,1,2,1,1,AU,3.8,3.2,2.8,3.5,2.7
635,11,28,2,2,1,1,US,3.7,3.1,3.2,3.4,2.2
636,1,54,2,1,1,1,US,3.9,2.3,3.0,3.3,1.5
637,5,29,2,2,1,2,EG,2.9,2.7,2.2,3.1,4.0
638,3,55,1,2,1,2,AU,3.7,3.1,3.0,3.3,2.6
639,5,28,2,1,1,1,ZA,3.5,3.3,3.0,3.1,3.5
640,3,17,1,1,2,1,US,3.4,3.2,2.6,3.1,3.6
641,11,24,2,2,1,2,TH,3.3,3.4,3.5,3.4,2.4
642,3,18,1,1,1,1,US,3.1,2.5,3.0,2.8,3.2
643,8,19,1,2,1,1,CA,3.4,2.9,3.2,3.5,3.3
644,1,20,1,2,1,1,US,3.6,3.1,2.1,3.6,3.7
645,13,23,2,2,1,1,IN,3.1,2.7,3.1,3.0,2.4
646,3,17,1,2,3,1,US,3.7,3.5,3.4,3.4,3.1
647,13,21,2,2,1,5,US,3.5,2.4,2.3,3.1,4.2
648,13,22,2,2,2,2,PK,3.2,3.2,3.4,3.1,4.2
649,11,1994,2,1,1,5,ID,3.5,3.0,2.4,3.3,4.0
650,9,20,2,2,1,2,ID,3.5,2.7,3.6,3.7,4.5
651,4,22,2,2,1,1,IN,3.7,2.6,2.9,3.7,2.7
652,13,15,1,1,1,1,PH,3.6,3.5,3.1,3.0,2.9
653,3,18,1,2,1,1,US,3.5,3.5,3.0,3.4,3.1
654,4,21,2,1,1,1,IN,3.0,3.3,3.3,3.1,2.3
655,3,17,2,2,1,1,FR,2.6,2.6,2.7,2.7,2.9
656,10,18,2,2,2,1,PH,3.3,2.9,3.2,3.0,2.9
657,11,14,2,2,1,5,PH,3.8,3.4,2.7,3.2,4.3
658,13,17,2,2,1,1,IN,3.3,3.2,3.0,3.5,3.1
659,3,16,1,2,1,1,NZ,3.5,3.5,2.8,3.3,3.6
660,4,21,2,2,1,2,IN,3.1,2.6,3.4,4.1,4.2
661,3,22,1,2,1,1,NZ,2.6,2.0,2.4,3.4,1.9
662,3,24,1,2,1,2,US,3.2,3.1,2.9,3.1,2.6
663,11,21,1,2,1,2,MY,2.9,2.8,3.5,2.9,2.4
664,4,14,2,2,1,1,AU,4.0,3.5,3.4,3.3,4.5
665,11,27,2,1,1,2,SG,3.4,3.4,3.5,3.3,3.3
666,4,19,2,2,1,1,IN,3.6,3.4,3.6,3.9,3.2
667,3,21,2,2,1,2,RO,3.3,3.1,3.2,3.1,2.7
668,3,19,2,2,1,2,HU,3.3,3.0,3.0,3.7,2.8
669,3,17,2,2,1,1,PL,3.5,2.9,2.8,3.1,3.4
670,1,51,1,2,1,1,US,4.2,3.0,2.8,2.8,2.6
671,13,21,2,1,1,2,PK,2.6,3.1,2.9,3.3,3.3
672,3,17,1,2,1,5,GB,3.3,3.2,3.1,3.2,3.6
673,3,34,1,1,1,5,CA,2.8,2.9,3.2,2.7,3.0
674,9,17,2,2,1,1,PH,3.6,3.4,2.1,3.6,2.7
675,4,36,2,1,1,1,PK,3.7,3.5,2.5,3.3,3.6
676,3,25,1,2,1,2,GB,3.5,2.8,3.1,2.9,2.9
677,3,18,2,2,1,1,RS,3.1,2.6,2.7,2.9,2.4
678,9,21,2,2,1,1,JP,3.0,2.8,3.5,3.5,4.1
679,13,38,1,2,1,2,SG,3.3,2.9,3.1,3.3,2.5
680,3,58,1,2,1,1,GB,3.7,2.9,3.0,3.4,2.9
681,3,17,1,1,1,4,SG,3.2,2.8,3.2,3.0,3.6
682,3,40,2,1,1,2,(nu,3.9,3.1,3.5,3.8,4.1
683,3,21,1,2,1,1,TR,3.0,3.0,3.0,3.2,2.9
684,3,26,2,2,1,1,GR,3.0,3.4,3.2,2.8,2.6
685,13,22,2,2,2,2,PK,3.4,2.8,3.0,3.3,3.7
686,3,30,2,1,1,1,GR,3.3,3.3,3.6,4.3,4.3
687,11,18,1,2,1,2,(nu,3.4,3.2,3.4,3.3,3.2
688,11,63,2,1,1,1,(nu,2.6,3.0,3.2,3.0,3.7
689,3,17,1,2,1,5,(nu,2.4,2.7,3.3,3.9,2.0
690,11,18,2,2,1,1,(nu,3.4,3.4,3.0,3.8,4.6
691,3,17,1,2,1,1,(nu,3.6,2.7,3.2,2.7,3.2
692,13,18,2,2,1,5,(nu,3.0,3.0,4.2,3.4,3.0
693,3,17,1,2,1,3,(nu,2.6,3.0,3.2,3.3,2.0
694,3,17,1,1,1,4,(nu,3.6,2.8,3.2,3.5,3.4
695,3,68,2,1,1,2,(nu,3.8,3.3,2.9,3.3,1.9
696,11,35,2,2,1,1,(nu,3.3,3.8,3.2,3.4,3.4
697,13,62,1,2,1,1,(nu,3.8,3.8,3.0,3.4,2.6
698,11,17,2,2,1,1,(nu,3.1,2.5,3.2,3.7,4.4
699,1,36,2,1,1,1,(nu,3.3,3.8,2.4,2.8,2.6
700,4,17,2,2,1,1,(nu,2.2,2.6,3.5,2.8,2.5
701,3,27,1,2,1,5,(nu,3.4,3.4,2.4,2.9,2.4
702,3,36,2,1,2,1,(nu,3.3,3.2,3.2,3.0,4.0
703,11,18,2,2,1,1,(nu,3.2,3.2,3.5,3.9,3.5
704,5,32,2,2,1,1,(nu,3.3,3.1,3.0,3.5,3.1
705,1,20,1,2,1,5,(nu,3.5,3.5,3.0,3.2,3.1
706,6,40,1,1,1,1,(nu,3.7,3.1,3.1,2.9,2.4
707,9,22,2,2,1,2,(nu,2.6,3.4,4.0,3.4,2.6
708,4,14,2,2,2,1,(nu,2.8,2.5,3.4,3.4,2.5
709,3,17,1,2,1,5,(nu,2.8,3.6,3.3,3.2,3.3
710,3,52,2,1,1,2,(nu,3.6,3.5,3.1,3.2,2.2
711,3,16,1,2,1,1,(nu,3.8,2.8,2.7,3.4,3.4
712,4,33,2,1,1,5,(nu,2.8,2.6,2.8,3.2,2.1
713,3,30,1,2,1,1,(nu,3.7,3.5,3.2,3.5,4.1
714,3,29,2,1,1,1,(nu,2.9,3.1,2.9,3.1,3.1
715,3,27,1,2,1,1,(nu,3.8,3.6,2.9,2.7,3.6
716,11,20,2,2,1,1,(nu,3.0,2.6,2.9,2.9,3.0
717,4,23,2,1,1,5,(nu,2.5,3.1,2.9,2.8,3.5
718,3,17,1,2,1,1,(nu,3.8,2.9,3.5,3.2,3.3
719,4,25,2,1,1,1,(nu,3.6,2.5,3.3,3.1,4.0
720,0,32,1,2,1,2,(nu,3.5,3.1,2.4,3.6,3.2
721,4,37,2,1,1,1,(nu,3.0,3.7,2.6,3.4,3.4
722,3,31,1,2,1,5,(nu,3.3,3.2,2.8,3.2,1.7
723,3,33,2,1,1,5,(nu,3.6,2.9,3.6,3.7,4.1
724,11,20,2,1,1,1,(nu,3.8,2.8,2.5,3.0,3.8
725,13,25,1,2,1,2,(nu,3.6,3.6,3.4,3.6,3.5
726,11,19,2,2,1,1,(nu,3.8,4.0,3.8,4.1,3.9
727,3,44,1,2,1,2,(nu,3.7,3.4,3.2,3.4,2.5
728,4,36,1,1,1,1,(nu,3.6,3.2,3.6,2.9,2.6
729,11,27,1,2,1,2,(nu,3.7,2.8,3.0,2.9,3.2
730,3,59,1,2,1,2,(nu,2.7,3.0,3.1,3.0,2.5
731,11,25,2,2,1,2,(nu,3.4,3.5,3.2,3.7,4.3
732,1,14,2,2,3,1,(nu,3.8,3.6,2.8,3.1,4.6
733,3,19,2,2,1,1,(nu,2.9,3.0,3.3,3.2,3.8
734,3,48,1,1,1,1,(nu,3.4,2.9,2.3,3.0,2.6
735,3,49,1,1,1,1,(nu,3.3,2.5,2.9,3.4,2.6
736,3,22,1,1,2,1,(nu,3.0,3.1,2.9,2.9,2.3
737,1,21,1,1,1,2,(nu,3.0,3.2,3.6,3.2,2.5
738,3,22,1,2,1,1,(nu,3.5,3.3,2.6,3.7,4.7
739,3,27,1,1,2,1,(nu,3.3,3.3,3.1,2.9,2.9
740,11,16,2,2,1,1,(nu,3.1,3.4,4.3,4.0,4.1
741,3,40,1,2,1,1,(nu,3.4,3.2,3.0,3.2,3.3
742,3,25,1,1,1,1,(nu,2.3,2.3,3.0,2.9,2.4
743,3,16,1,2,1,1,(nu,3.2,2.6,3.0,3.8,3.1
744,11,28,1,1,1,1,(nu,3.0,2.1,3.4,3.6,2.8
745,3,28,2,1,1,1,(nu,2.7,3.2,3.8,3.2,3.4
746,4,29,2,1,1,1,(nu,3.0,2.9,3.0,3.8,3.6
747,3,23,1,2,1,1,(nu,3.5,2.8,3.0,3.3,3.1
748,11,39,1,1,1,1,(nu,3.1,3.3,3.5,3.3,3.4
749,3,20,1,1,1,1,(nu,3.3,3.3,2.8,2.5,3.4
750,3,17,1,2,1,1,(nu,3.3,3.4,3.3,3.3,3.5
751,1,18,1,1,1,1,(nu,4.2,3.2,3.1,3.4,3.3
752,3,27,2,2,1,3,(nu,3.3,2.7,3.0,3.0,2.5
753,3,13,1,2,1,1,(nu,2.9,2.2,2.9,2.7,3.2
754,3,49,1,2,1,5,(nu,3.3,2.7,2.7,2.9,2.9
755,3,50,1,2,1,1,(nu,3.4,2.8,3.2,3.0,2.7
756,3,16,1,1,1,5,(nu,3.8,4.0,2.2,3.5,4.3
757,11,25,2,2,1,1,(nu,3.0,2.1,3.3,3.0,3.6
758,4,19,2,2,1,1,(nu,3.1,3.7,3.5,3.7,4.1
